Question,Reply
في المدارس التي تتميز بارتفاع تحصيل الطلاب ومشاركة الأسرة، فإن الشراكات بين المدرسة والمجتمع,توفر فرصاً إضافية للطلاب لتحقيق أقصى قدرٍ من التعلم
"لا يهتم آل بمدى تحصيله الجيد في المدرسة بل يهتم بامتلاك ما يكفي من المال لشراء سيارة، لذا تعطيه والدته مبلغاً من المال مقابل كل درجة ""A"" و""B"" يحصل عليها في اختبارات وبرامج المدرسة. أي نظرية تعتبر سلوك والدته تطبيقاً مثالياً لها؟",الحافز
تعتمد طريقة تحديد المواضع في مساعدة الذاكرة أياً مما يلي؟,التصور المرئي
أي مما يلي هو أفضل مثال على سمةٍ مبنيةٍ على أسسٍ ثقافية بدلاً من كونها مبنيةً على أسسٍ نفسية؟,الوصول في الوقت المحدد للعمل
أكمل المثال التالي باستخدام المنطق الاستنتاجي: يدرس جميع الطلاب الذين يلتحقون بمدرسة بيدي اللغة اللاتينية. يدرس بعض الطلاب الذين يدرسون اللاتينية أيضاً حساب التفاضل والتكامل. جيروم طالب في مدرسة بيدي. ولذلك يمكن إقرار ما يلي:,يدرس جيروم اللغة اللاتينية
من بين ما يلي، ما الذي يميز التفكير العملياتي الشكلي؟,المنطق والتخطيط المنهجي
"تهز معالجة إيمي رأسها بشكل إيجابي ويقول ""نعم، آها"" أثناء حديث إيمي عن مشكلاتها. أي من العلاجات التالية تلقّته إيمي؟",العلاج الإنساني
حققت إيميلي على المرتبة المئوبة الـ 65 في اختبارٍ تحصيلي موحد. إلى أي مما يلي يشير ذلك؟ درجتها كانت,أعلى من المعدل
"في ""ظاهرة حفل الكوكتيل""، يستطيع الفرد التركيز على محادثةٍ واحدة وتجاهل جميع المحفزات المحيطة. وهو مثال على",الانتباه الانتقائي
يعتقد ألبرت باندورا ومنظرو الشخصية الاجتماعيون المعرفيون أن الشخصية تنتج عن تفاعل أي من العوامل التالية؟,السمات والبيئة والسلوك
أي جزء من دماغ فينياس غيج تضرر من الحادث الذي تعرض له أثناء وضع مسار السكك الحديدية؟,قشرة الفص الجبهي
تشعر جانيس في كثيرٍ من الأحيان بالعدوانية والاحتقار تجاه زوجها الذي تزوجته منذ أربعين عاماً. ومع ذلك، وبدلاً من التعبير عن هذه المشاعر، تبالغ جانيس في تدليل زوجها. أي من آليات الدفاع التالية تستخدمها جانيس؟,تشكيل رد الفعل
"توضح عبارة ""Mommy gived me a cookie"" بأفضل شكل الفهم الأساسي لـ",القواعد اللغوية
تخاف طفلة من النباح المفاجئ لكلب الجيران. بمجرد أن تحملها والدتها، تبدأ الطفلة في الهدوء حيث تحدث أي من العمليات البيولوجية التالية؟,يستأنف الجهاز العصبي السمبتاوي السيطرة ويعكس الاستجابات الودية.
نظراً لأن جيك، لاعب الوسط الأساسي والنجم في الفريق، تأخر عن حضور تدريب كرة السلة، فقد أبقاه المدرب بيترسون خارج الملعب في الربع الأول من المباراة التالية. يحضر جيك في الموعد المحدد بقية الموسم. استخدم المدرب بيترسون,تدريب الإغفال.
عندما رأى جاريد ظلال أشخاصٍ على جدران غرفة نومه، ارتفع ضغط دمه وزاد معدل تنفسه. هذه الردود البدنية ينظمها بشكل مباشر,الجهاز العصبي الودي
ما هي الجملة الأكثر دقة في وصف كيفية تواصل الخلايا العصبية؟,تنتقل المواد الكيميائية من خلية عصبية إلى أخرى، مما يؤثر على ما إذا كانت الخلايا العصبية ستطلق شحناتها أم لا.
أي مما يلي مثال على شخص يعاني من فقدان الذاكرة التقدمي؟,رجل يبلغ من العمر ستةً وثلاثين عاماً يعاني من أضرارٍ في الحُصين ولا يمكنه نقل المعلومات إلى ذاكرته طويلة الأمد
"تذكرت ستيلا ترتيب قرب الكواكب من الشمس من خلال تذكر الجملة ""أMy very educated mother just served us noodles"". بالنسبة لستيلا، هذه الجملة هي",وسيلة مساعدة على التذكر
تينا طالبة جيدة جداً: فدرجاتها عالية، وتشارك في أنشطةٍ خارج المنهج، وعادةً ما تتفوق في أي أمرٍ تجربه. لذا، عندما تسببت في حادٍث في اليوم الثاني من إذاعة السائق، صُدم مدربها. عدم تصديق المدرب هو على الأرجح نتيجة لـ,تأثير الهالة
من المرجح أن تعاني المصابة بآفاتٍ دماغية في الحُصين من إعاقةٍ في,التعلُّم
يعطي السيد ماجي اختباراً لفصله المكون من 25 طالباً. يحصل جميع الطلاب باستثناء ثلاثةٍ منهم على درجاتٍ تتراوح بين 82 و 94. أما الثلاثة الآخرون فقد حصلوا على درجات 47 و 55 و 62. هذه الدرجات هي مؤشرات محتملة على,قيم شاذة.
في دراسةٍ عن النوم، ستُحرم مجموعةٌ من المشاركين من النوم لمدة أربعة أيام. بعد ليلتهم الثانية بدون نوم، قد يبدأ المشاركون بالإبلاغ عن ما يلي:,الهلوسات
من بين نماذج الشخصية التالية، أي منها هو الأقل حتمية؟,الإنسانية
دراسة التغيرات المعرفية والسلوكية والاجتماعية على مدار العمر تُدرس بشكل مباشر من قبل أي ممن يلي؟,علماء النفس التطوريون
لأي من الاضطرابات التالية قد يصف الطبيب النفسي مثبط امتصاص السيروتونين الانتقائي مثل Prozac أو Paxil؟,الاكتئاب
ما هي النسبة المئوية التقريبية للمشاركين في تجارب الطاعة لميلغرام ممن اعتقدوا أنهم قدموا أقصى قدرٍ ممكن من الصدمة؟,60.0
بأي من الخلافات التالية يهتم عالم النفس الذي يركز على ما إذا كان التطور يحدث على مراحل؟,الطبيعة مقابل التنشئة
عندما يواجه الشخص تناقضاً بين الموقف والسلوك، فإن الشخص يختبر,التنافر المعرفي
